Hotel Name,Rating,Score Description,Date,Pros,Full Review
Arlo Midtown,9.0,Wonderful,2024-12-01,"Pros (+) A beautiful property, wonderful staff and a location that's close to everything. The little cafe downstairs makes delicious coffee and has a nice selection of snacks. Check in was easy, many elevators made room access fast.","A beautiful property, wonderful staff and a location that's close to everything. The little cafe downstairs makes delicious coffee and has a nice selection of snacks. Check in was easy, many elevators made room access fast."
Arlo Midtown,8.0,Very good,2024-12-01,Pros (+) I love the cozy vibes! I just love the simplicity of the aesthetics! The bathroom was awesome… & the water pressure in the shower = love love love!!! Felt so nice!!!,I love the cozy vibes! I just love the simplicity of the aesthetics! The bathroom was awesome… & the water pressure in the shower = love love love!!! Felt so nice!!!
Arlo Midtown,,Good,2024-12-01,Pros (+) good location,good location
Arlo Midtown,10,Wonderful,2024-12-01,Pros (+) I rented a room with a balcony which was perfect for relaxing and enjoying the cityscape. The location was perfect for walking to our event at Madison Square Garden! Additionally- the gym was perfect size and had a Peloton!,I rented a room with a balcony which was perfect for relaxing and enjoying the cityscape. The location was perfect for walking to our event at Madison Square Garden! Additionally- the gym was perfect size and had a Peloton!
Henry Norman Hotel,10,Wonderful,2024-12-01,"Pros (+) The hotel was immaculately presented with great views, cleanliness, amazing facilities and has the friendliest staff! Thanks so much especially to Jory and Kenny for all your advice and guidance during our week here!","The hotel was immaculately presented with great views, cleanliness, amazing facilities and has the friendliest staff! Thanks so much especially to Jory and Kenny for all your advice and guidance during our week here!"
Henry Norman Hotel,10,Wonderful,2024-12-01,Pros (+) My room was exceptionally clean,My room was exceptionally clean
Henry Norman Hotel,8.0,Very good,2024-12-01,"Pros (+) Very clean room, super comfortable beds and great staff.","Very clean room, super comfortable beds and great staff."
Henry Norman Hotel,10,Wonderful,2024-12-01,Pros (+) A lovely hotel with very thoughtful staff. Housekeeping was excellent. 10 min walk to the subway and very good cafes and restaurants within walking distance. Special thank you to Leanna and Jory for looking after us and making our ‘anniversary week’ very special. It’s a stunning property.,A lovely hotel with very thoughtful staff. Housekeeping was excellent. 10 min walk to the subway and very good cafes and restaurants within walking distance. Special thank you to Leanna and Jory for looking after us and making our ‘anniversary week’ very special. It’s a stunning property.
Henry Norman Hotel,9.0,Wonderful,2024-12-01,"Pros (+) Staff were super welcoming and accommodating. The rooms are large and well appointed, ideal for a multi-day stay. Hotel itself is low key with an upbeat relaxing atmosphere. Hotel is situated in a real Brooklyn neighbourhood and is affordable by comparison with other hotels in the area. Some good local restaurants in an area that will definitely grow in popularity.","Staff were super welcoming and accommodating. The rooms are large and well appointed, ideal for a multi-day stay. Hotel itself is low key with an upbeat relaxing atmosphere. Hotel is situated in a real Brooklyn neighbourhood and is affordable by comparison with other hotels in the area. Some good local restaurants in an area that will definitely grow in popularity."
Henry Norman Hotel,,Good,2024-12-01,Pros (+) The cleanliness and the staff and the fact that the rooms are bigger than most New York hotels,The cleanliness and the staff and the fact that the rooms are bigger than most New York hotels
Henry Norman Hotel,10,Wonderful,2024-12-01,Pros (+) Staff are so nice! Great rooms!,Staff are so nice! Great rooms!
Henry Norman Hotel,10,Wonderful,2024-12-01,"Pros (+) Very quaint, great decor, what you’d expect from a boutique hotel.","Very quaint, great decor, what you’d expect from a boutique hotel."
Henry Norman Hotel,10,Wonderful,2024-12-01,"Pros (+) Superb accommodation, great hotel, very friendly and helpful, personable staff. Ordered a cab for us, which arrived promptly. The room was beyond great in terms of facilities, the bed extremely comfortable. Would definitely stay again.","Superb accommodation, great hotel, very friendly and helpful, personable staff. Ordered a cab for us, which arrived promptly. The room was beyond great in terms of facilities, the bed extremely comfortable. Would definitely stay again."
Henry Norman Hotel,10,Wonderful,2024-12-01,Pros (+) Staff was amazing. Location for us was perfect.,Staff was amazing. Location for us was perfect.
Equinox Hotel Hudson Yards New York City,10,Wonderful,2024-12-01,Pros (+) Location was Great. Beautiful room bathroom. Exceptional houskeeping and suportive services,Location was Great. Beautiful room bathroom. Exceptional houskeeping and suportive services
Equinox Hotel Hudson Yards New York City,10,Wonderful,2024-11-01,Pros (+) Everything,Everything
Equinox Hotel Hudson Yards New York City,9.0,Wonderful,2024-11-01,Pros (+) Location & Facilities,Location & Facilities
Equinox Hotel Hudson Yards New York City,10,Wonderful,2024-11-01,Pros (+) Luxury and location,Luxury and location
Equinox Hotel Hudson Yards New York City,10,Wonderful,2024-10-01,"Pros (+) The decor, ambiance, bedding, gym, location, Starbucks below…. Just everything was lovely!","The decor, ambiance, bedding, gym, location, Starbucks below…. Just everything was lovely!"
Equinox Hotel Hudson Yards New York City,8.0,Very good,2024-10-01,"Pros (+) Great location, new facility, and great gym. Spacious rooms. Very comfortable mattress. New facilities-","Great location, new facility, and great gym. Spacious rooms. Very comfortable mattress. New facilities-"
Equinox Hotel Hudson Yards New York City,10,Wonderful,2024-10-01,Pros (+) Best hotel ever,Best hotel ever
Equinox Hotel Hudson Yards New York City,10,Wonderful,2024-09-01,Pros (+) This hotel is superbly located and the facilities are perfect.,This hotel is superbly located and the facilities are perfect.
Equinox Hotel Hudson Yards New York City,10,Wonderful,2024-09-01,Pros (+) Excellent Breakfast Food Modern architecture,Excellent Breakfast Food Modern architecture
Equinox Hotel Hudson Yards New York City,9.0,Wonderful,2024-09-01,"Pros (+) Great exercise facility and very friendly and helpful staff. Very modern, clean and very comfortable room with a huge shower. Lots of things to do in a short walking distance.","Great exercise facility and very friendly and helpful staff. Very modern, clean and very comfortable room with a huge shower. Lots of things to do in a short walking distance."
